[ 5 , 7 ], 42, [ 4 , 7 ]
[ 2 , 0 ], 35, [ 0 , 0 ]
[ 3 , 5 ], 30, [ 1 , 0 ]
[ 7 , 4 ], 42, [ 7 , 7 ]
[ 7 , 5 ], 35, [ 0 , 0 ]
[ 0 , 1 ], 38, [ 0 , 4 ]
[ 0 , 6 ], 31, [ 0 , 0 ]
[ 0 , 6 ], 33, [ 1 , 7 ]
[ 2 , 5 ], 20, [ 0 , 0 ]
[ 0 , 5 ], 47, [ 4 , 1 ]
[ 4 , 3 ], 42, [ 3 , 7 ]
[ 0 , 3 ], 43, [ 1 , 4 ]
[ 0 , 6 ], 46, [ 7 , 6 ]
[ 7 , 2 ], 38, [ 0 , 0 ]
[ 2 , 2 ], 53, [ 7 , 7 ]
[ 4 , 5 ], 41, [ 0 , 7 ]
[ 4 , 1 ], 36, [ 7 , 3 ]
[ 5 , 6 ], 30, [ 7 , 1 ]
[ 5 , 7 ], 17, [ 1 , 7 ]
[ 5 , 4 ], 53, [ 4 , 3 ]
[ 4 , 4 ], 32, [ 2 , 7 ]
[ 0 , 6 ], 36, [ 1 , 0 ]
[ 0 , 6 ], 29, [ 3 , 7 ]
[ 5 , 0 ], 20, [ 0 , 6 ]
[ 4 , 0 ], 12, [ 7 , 0 ]
[ 7 , 0 ], 55, [ 2 , 3 ]
[ 7 , 4 ], 30, [ 7 , 1 ]
[ 0 , 3 ], 39, [ 7 , 2 ]
[ 2 , 3 ], 32, [ 7 , 7 ]
[ 3 , 6 ], 39, [ 7 , 6 ]
[ 7 , 6 ], 44, [ 0 , 0 ]
[ 0 , 5 ], 27, [ 2 , 7 ]
[ 1 , 6 ], 28, [ 0 , 0 ]
[ 1 , 1 ], 13, [ 7 , 7 ]
[ 5 , 2 ], 15, [ 6 , 7 ]
[ 6 , 1 ], 37, [ 1 , 6 ]
[ 4 , 0 ], 28, [ 7 , 0 ]
[ 6 , 0 ], 41, [ 0 , 6 ]
[ 5 , 1 ], 44, [ 3 , 0 ]
[ 6 , 5 ], 33, [ 4 , 7 ]
[ 5 , 3 ], 45, [ 0 , 6 ]
[ 6 , 1 ], 43, [ 7 , 2 ]
[ 6 , 6 ], 31, [ 7 , 1 ]
[ 7 , 5 ], 46, [ 0 , 1 ]
[ 5 , 2 ], 35, [ 4 , 7 ]
[ 0 , 0 ], 43, [ 0 , 2 ]
[ 4 , 1 ], 41, [ 0 , 1 ]
[ 3 , 5 ], 39, [ 7 , 1 ]
[ 0 , 2 ], 39, [ 1 , 7 ]
[ 3 , 6 ], 44, [ 7 , 1 ]
[ 3 , 5 ], 15, [ 7 , 7 ]
[ 1 , 3 ], 38, [ 0 , 1 ]
[ 4 , 1 ], 10, [ 0 , 0 ]
[ 2 , 5 ], 41, [ 7 , 6 ]
[ 7 , 3 ], 44, [ 7 , 6 ]
[ 2 , 4 ], 28, [ 0 , 5 ]
[ 6 , 1 ], 28, [ 7 , 1 ]
[ 4 , 0 ], 49, [ 7 , 7 ]
[ 7 , 7 ], 32, [ 7 , 0 ]
[ 1 , 2 ], 30, [ 1 , 7 ]
[ 5 , 2 ], 44, [ 1 , 7 ]
[ 5 , 0 ], 32, [ 0 , 0 ]
[ 1 , 5 ], 26, [ 3 , 0 ]
[ 7 , 0 ], 44, [ 7 , 7 ]
[ 5 , 0 ], 16, [ 0 , 0 ]
[ 3 , 3 ], 38, [ 7 , 0 ]
[ 3 , 2 ], 42, [ 7 , 3 ]
[ 4 , 4 ], 38, [ 7 , 0 ]
[ 5 , 4 ], 29, [ 7 , 0 ]
[ 3 , 4 ], 28, [ 0 , 0 ]
[ 3 , 0 ], 19, [ 7 , 0 ]
[ 2 , 1 ], 42, [ 5 , 7 ]
[ 4 , 5 ], 35, [ 4 , 7 ]
[ 2 , 4 ], 21, [ 6 , 0 ]
[ 4 , 2 ], 53, [ 0 , 0 ]
[ 3 , 1 ], 35, [ 6 , 0 ]
[ 4 , 7 ], 23, [ 0 , 7 ]
[ 2 , 7 ], 43, [ 0 , 3 ]
[ 6 , 2 ], 22, [ 1 , 0 ]
[ 5 , 3 ], 33, [ 7 , 1 ]
[ 0 , 5 ], 42, [ 5 , 7 ]
[ 6 , 7 ], 28, [ 0 , 6 ]
[ 3 , 7 ], 34, [ 0 , 7 ]
[ 5 , 7 ], 33, [ 4 , 0 ]
[ 2 , 2 ], 31, [ 3 , 7 ]
[ 4 , 7 ], 28, [ 0 , 0 ]
[ 5 , 0 ], 40, [ 7 , 7 ]
[ 5 , 2 ], 54, [ 7 , 1 ]
[ 1 , 7 ], 19, [ 0 , 6 ]
[ 6 , 6 ], 51, [ 7 , 5 ]
[ 0 , 3 ], 36, [ 7 , 7 ]
[ 3 , 6 ], 35, [ 7 , 6 ]
[ 5 , 2 ], 34, [ 3 , 7 ]
[ 2 , 1 ], 39, [ 4 , 7 ]
[ 6 , 6 ], 32, [ 4 , 7 ]
[ 7 , 2 ], 15, [ 7 , 0 ]
[ 1 , 1 ], 39, [ 6 , 0 ]
[ 2 , 0 ], 48, [ 5 , 0 ]
[ 7 , 3 ], 45, [ 1 , 7 ]
[ 7 , 1 ], 23, [ 0 , 6 ]
[ 6 , 7 ], 28, [ 0 , 0 ]
[ 0 , 1 ], 52, [ 6 , 0 ]
[ 2 , 0 ], 19, [ 0 , 0 ]
[ 3 , 6 ], 28, [ 0 , 6 ]
[ 4 , 3 ], 21, [ 7 , 0 ]
[ 5 , 2 ], 32, [ 7 , 3 ]
[ 1 , 0 ], 46, [ 4 , 0 ]
[ 4 , 4 ], 37, [ 0 , 0 ]
[ 6 , 0 ], 34, [ 4 , 7 ]
[ 3 , 5 ], 36, [ 0 , 7 ]
[ 2 , 7 ], 39, [ 1 , 6 ]
[ 5 , 1 ], 21, [ 4 , 0 ]
[ 4 , 4 ], 33, [ 0 , 0 ]
[ 4 , 6 ], 37, [ 0 , 0 ]
[ 1 , 2 ], 24, [ 0 , 0 ]
[ 1 , 3 ], 38, [ 0 , 7 ]
[ 7 , 6 ], 40, [ 6 , 0 ]
[ 1 , 7 ], 29, [ 7 , 7 ]
[ 1 , 6 ], 30, [ 0 , 0 ]
[ 0 , 0 ], 52, [ 1 , 0 ]
[ 1 , 3 ], 12, [ 0 , 5 ]
[ 6 , 5 ], 29, [ 0 , 7 ]
[ 5 , 3 ], 43, [ 0 , 6 ]
[ 3 , 1 ], 9, [ 0 , 0 ]
[ 3 , 6 ], 28, [ 0 , 6 ]
[ 4 , 4 ], 42, [ 3 , 0 ]
[ 3 , 0 ], 44, [ 0 , 4 ]
[ 0 , 2 ], 20, [ 7 , 0 ]
[ 5 , 2 ], 50, [ 0 , 2 ]
[ 6 , 7 ], 47, [ 0 , 7 ]
[ 2 , 5 ], 48, [ 7 , 1 ]
[ 4 , 3 ], 44, [ 3 , 7 ]
[ 5 , 5 ], 42, [ 7 , 2 ]
[ 4 , 1 ], 31, [ 7 , 4 ]
[ 1 , 2 ], 16, [ 1 , 7 ]
[ 5 , 1 ], 50, [ 7 , 0 ]
[ 5 , 5 ], 35, [ 3 , 1 ]
[ 5 , 1 ], 25, [ 7 , 7 ]
[ 3 , 1 ], 40, [ 4 , 3 ]
[ 4 , 5 ], 43, [ 0 , 3 ]
[ 0 , 3 ], 32, [ 1 , 1 ]
[ 4 , 7 ], 48, [ 4 , 6 ]
[ 1 , 5 ], 35, [ 6 , 0 ]
[ 2 , 3 ], 14, [ 0 , 0 ]
[ 2 , 0 ], 51, [ 1 , 7 ]
[ 7 , 7 ], 44, [ 3 , 4 ]
[ 0 , 3 ], 34, [ 0 , 2 ]
[ 3 , 0 ], 34, [ 4 , 0 ]
[ 4 , 4 ], 16, [ 1 , 0 ]
[ 1 , 2 ], 38, [ 7 , 1 ]
[ 5 , 4 ], 15, [ 7 , 0 ]
[ 7 , 5 ], 44, [ 7 , 0 ]
[ 5 , 2 ], 50, [ 0 , 0 ]
[ 7 , 7 ], 37, [ 7 , 3 ]
[ 5 , 0 ], 43, [ 3 , 4 ]
[ 0 , 3 ], 34, [ 0 , 0 ]
[ 6 , 6 ], 15, [ 0 , 0 ]
[ 0 , 3 ], 28, [ 0 , 0 ]
[ 2 , 0 ], 32, [ 3 , 0 ]
[ 6 , 2 ], 35, [ 4 , 0 ]
[ 7 , 2 ], 43, [ 7 , 6 ]
[ 4 , 2 ], 33, [ 7 , 7 ]
[ 4 , 7 ], 33, [ 6 , 7 ]
[ 2 , 2 ], 49, [ 0 , 6 ]
[ 6 , 0 ], 30, [ 5 , 0 ]
[ 6 , 5 ], 12, [ 7 , 7 ]
[ 6 , 0 ], 33, [ 7 , 7 ]
[ 1 , 6 ], 27, [ 0 , 7 ]
[ 5 , 6 ], 48, [ 3 , 7 ]
[ 0 , 4 ], 26, [ 7 , 0 ]
[ 4 , 5 ], 42, [ 6 , 2 ]
[ 2 , 7 ], 44, [ 7 , 5 ]
[ 2 , 2 ], 26, [ 6 , 1 ]
[ 1 , 5 ], 43, [ 0 , 0 ]
[ 6 , 1 ], 33, [ 7 , 0 ]
[ 0 , 6 ], 28, [ 0 , 7 ]
[ 5 , 4 ], 49, [ 6 , 7 ]
[ 0 , 5 ], 23, [ 7 , 4 ]
[ 7 , 2 ], 25, [ 0 , 3 ]
[ 0 , 0 ], 26, [ 7 , 0 ]
[ 7 , 2 ], 37, [ 6 , 7 ]
[ 0 , 7 ], 39, [ 7 , 0 ]
[ 5 , 7 ], 43, [ 3 , 7 ]
[ 3 , 6 ], 20, [ 1 , 7 ]
[ 6 , 5 ], 40, [ 6 , 0 ]
[ 2 , 0 ], 38, [ 0 , 7 ]
[ 0 , 0 ], 41, [ 0 , 6 ]
[ 5 , 1 ], 32, [ 0 , 7 ]
[ 4 , 6 ], 42, [ 1 , 0 ]
[ 5 , 1 ], 48, [ 7 , 0 ]
[ 3 , 7 ], 43, [ 0 , 6 ]
[ 7 , 0 ], 26, [ 0 , 0 ]
[ 6 , 6 ], 35, [ 0 , 0 ]
[ 0 , 7 ], 46, [ 0 , 6 ]
[ 2 , 5 ], 43, [ 4 , 7 ]
[ 7 , 6 ], 19, [ 7 , 0 ]
[ 4 , 4 ], 41, [ 7 , 7 ]
[ 5 , 3 ], 50, [ 4 , 7 ]
[ 1 , 6 ], 42, [ 4 , 6 ]
[ 7 , 7 ], 46, [ 7 , 4 ]
[ 6 , 0 ], 25, [ 7 , 5 ]
[ 2 , 2 ], 38, [ 7 , 6 ]
[ 3 , 4 ], 27, [ 7 , 0 ]
[ 3 , 2 ], 26, [ 0 , 6 ]
[ 3 , 4 ], 39, [ 7 , 0 ]
[ 6 , 7 ], 38, [ 0 , 6 ]
[ 5 , 7 ], 34, [ 7 , 6 ]
[ 3 , 7 ], 38, [ 7 , 0 ]
[ 2 , 0 ], 52, [ 7 , 0 ]
[ 2 , 5 ], 53, [ 0 , 7 ]
[ 0 , 5 ], 35, [ 1 , 0 ]
[ 5 , 7 ], 27, [ 0 , 6 ]
[ 0 , 4 ], 11, [ 1 , 7 ]
[ 5 , 6 ], 42, [ 3 , 7 ]
[ 7 , 2 ], 38, [ 7 , 1 ]
[ 1 , 4 ], 34, [ 7 , 1 ]
[ 4 , 0 ], 42, [ 1 , 0 ]
[ 1 , 2 ], 38, [ 2 , 0 ]
[ 5 , 0 ], 35, [ 0 , 1 ]
[ 0 , 7 ], 14, [ 1 , 7 ]
[ 3 , 4 ], 22, [ 0 , 0 ]
[ 5 , 1 ], 31, [ 0 , 0 ]
[ 4 , 0 ], 37, [ 7 , 7 ]
[ 0 , 1 ], 26, [ 7 , 7 ]
[ 4 , 1 ], 29, [ 3 , 0 ]
[ 5 , 3 ], 44, [ 1 , 0 ]
[ 7 , 4 ], 31, [ 1 , 6 ]
[ 6 , 0 ], 46, [ 1 , 0 ]
[ 2 , 1 ], 16, [ 0 , 0 ]
[ 0 , 2 ], 29, [ 6 , 6 ]
[ 6 , 0 ], 24, [ 0 , 7 ]
[ 7 , 6 ], 47, [ 7 , 0 ]
[ 2 , 7 ], 30, [ 1 , 7 ]
[ 3 , 5 ], 20, [ 6 , 7 ]
[ 0 , 7 ], 44, [ 2 , 4 ]
[ 6 , 1 ], 23, [ 1 , 0 ]
[ 1 , 5 ], 42, [ 6 , 7 ]
[ 5 , 0 ], 41, [ 0 , 7 ]
[ 4 , 0 ], 50, [ 0 , 1 ]
[ 7 , 4 ], 25, [ 0 , 1 ]
[ 7 , 4 ], 50, [ 3 , 1 ]
[ 4 , 2 ], 36, [ 0 , 7 ]
[ 5 , 6 ], 27, [ 0 , 7 ]
[ 1 , 4 ], 42, [ 0 , 0 ]
[ 7 , 7 ], 48, [ 3 , 0 ]
[ 6 , 2 ], 35, [ 0 , 6 ]
[ 7 , 0 ], 38, [ 0 , 0 ]
[ 6 , 1 ], 27, [ 0 , 7 ]
[ 4 , 0 ], 46, [ 3 , 0 ]
[ 3 , 2 ], 32, [ 4 , 0 ]
[ 6 , 3 ], 44, [ 4 , 6 ]
[ 0 , 7 ], 43, [ 7 , 6 ]
[ 5 , 6 ], 35, [ 0 , 1 ]
[ 5 , 7 ], 29, [ 0 , 2 ]
[ 4 , 7 ], 47, [ 6 , 7 ]
[ 3 , 4 ], 44, [ 5 , 7 ]
[ 7 , 0 ], 30, [ 0 , 0 ]
[ 1 , 1 ], 42, [ 7 , 0 ]
[ 7 , 3 ], 44, [ 0 , 7 ]
[ 3 , 4 ], 36, [ 4 , 0 ]
[ 3 , 2 ], 13, [ 7 , 0 ]
[ 2 , 5 ], 45, [ 0 , 1 ]
[ 4 , 4 ], 34, [ 0 , 5 ]
[ 7 , 2 ], 45, [ 6 , 7 ]
[ 7 , 4 ], 53, [ 7 , 0 ]
[ 6 , 0 ], 42, [ 5 , 0 ]
[ 2 , 3 ], 24, [ 7 , 7 ]
[ 2 , 5 ], 42, [ 3 , 5 ]
[ 2 , 2 ], 38, [ 7 , 4 ]
[ 4 , 3 ], 27, [ 7 , 0 ]
[ 3 , 4 ], 36, [ 1 , 7 ]
[ 2 , 2 ], 28, [ 7 , 6 ]
[ 0 , 3 ], 33, [ 0 , 7 ]
[ 2 , 3 ], 37, [ 0 , 7 ]
[ 6 , 6 ], 48, [ 0 , 5 ]
[ 1 , 4 ], 18, [ 7 , 7 ]
[ 7 , 3 ], 39, [ 0 , 4 ]
[ 6 , 1 ], 31, [ 6 , 7 ]
[ 3 , 2 ], 25, [ 0 , 7 ]
[ 7 , 0 ], 28, [ 0 , 0 ]
[ 3 , 2 ], 40, [ 1 , 3 ]
[ 5 , 5 ], 36, [ 3 , 0 ]
[ 5 , 3 ], 27, [ 7 , 7 ]
[ 4 , 7 ], 26, [ 5 , 7 ]
[ 7 , 0 ], 51, [ 7 , 4 ]
[ 3 , 1 ], 50, [ 7 , 4 ]
[ 6 , 3 ], 36, [ 7 , 3 ]
[ 5 , 0 ], 42, [ 2 , 0 ]
[ 7 , 7 ], 41, [ 3 , 7 ]
[ 1 , 5 ], 29, [ 0 , 0 ]
[ 0 , 3 ], 44, [ 7 , 7 ]
[ 3 , 0 ], 32, [ 7 , 3 ]
[ 0 , 5 ], 38, [ 0 , 0 ]
[ 2 , 3 ], 31, [ 7 , 0 ]
[ 3 , 6 ], 27, [ 0 , 3 ]
[ 1 , 3 ], 44, [ 0 , 1 ]
[ 3 , 6 ], 20, [ 7 , 1 ]
[ 6 , 0 ], 16, [ 7 , 0 ]
[ 1 , 6 ], 28, [ 7 , 7 ]
[ 4 , 7 ], 39, [ 3 , 0 ]
[ 5 , 5 ], 10, [ 7 , 0 ]
[ 4 , 3 ], 38, [ 0 , 4 ]
[ 7 , 7 ], 26, [ 0 , 1 ]
[ 3 , 0 ], 43, [ 0 , 7 ]
[ 2 , 4 ], 37, [ 7 , 7 ]
[ 7 , 2 ], 45, [ 7 , 0 ]
[ 1 , 7 ], 33, [ 3 , 7 ]
[ 6 , 1 ], 34, [ 7 , 1 ]
[ 4 , 1 ], 42, [ 7 , 3 ]
[ 0 , 4 ], 46, [ 0 , 3 ]
[ 0 , 6 ], 36, [ 0 , 1 ]
[ 2 , 6 ], 47, [ 0 , 0 ]
[ 6 , 4 ], 49, [ 0 , 6 ]
[ 4 , 5 ], 46, [ 6 , 0 ]
[ 6 , 1 ], 35, [ 0 , 3 ]
[ 7 , 0 ], 49, [ 1 , 6 ]
[ 2 , 7 ], 39, [ 1 , 0 ]
[ 1 , 6 ], 45, [ 4 , 7 ]
[ 3 , 3 ], 35, [ 0 , 0 ]
[ 0 , 4 ], 28, [ 6 , 7 ]
[ 1 , 5 ], 42, [ 7 , 0 ]
[ 7 , 3 ], 48, [ 5 , 0 ]
[ 7 , 0 ], 36, [ 7 , 1 ]
[ 4 , 0 ], 38, [ 7 , 0 ]
[ 6 , 2 ], 25, [ 0 , 6 ]
[ 3 , 6 ], 44, [ 4 , 0 ]
[ 7 , 1 ], 51, [ 5 , 3 ]
[ 0 , 6 ], 10, [ 7 , 0 ]
[ 3 , 3 ], 31, [ 6 , 0 ]
[ 5 , 1 ], 36, [ 4 , 7 ]
[ 3 , 3 ], 48, [ 0 , 7 ]
[ 2 , 2 ], 29, [ 0 , 4 ]
[ 4 , 0 ], 18, [ 0 , 7 ]
[ 3 , 0 ], 46, [ 7 , 7 ]
[ 4 , 7 ], 19, [ 7 , 0 ]
[ 5 , 6 ], 45, [ 0 , 7 ]
[ 4 , 5 ], 35, [ 0 , 7 ]
[ 6 , 4 ], 44, [ 0 , 7 ]
[ 7 , 2 ], 33, [ 7 , 0 ]
[ 2 , 2 ], 24, [ 1 , 0 ]
[ 5 , 2 ], 31, [ 7 , 0 ]
[ 6 , 0 ], 12, [ 7 , 0 ]
[ 1 , 5 ], 35, [ 6 , 0 ]
[ 1 , 5 ], 14, [ 0 , 7 ]
[ 6 , 6 ], 36, [ 7 , 0 ]
[ 7 , 4 ], 28, [ 7 , 1 ]
[ 0 , 2 ], 45, [ 1 , 3 ]
[ 0 , 6 ], 44, [ 6 , 7 ]
[ 7 , 4 ], 21, [ 0 , 7 ]
[ 1 , 6 ], 40, [ 3 , 3 ]
[ 6 , 1 ], 35, [ 7 , 2 ]
[ 6 , 4 ], 43, [ 1 , 1 ]
[ 5 , 6 ], 42, [ 1 , 7 ]
[ 7 , 3 ], 50, [ 7 , 6 ]
[ 2 , 7 ], 42, [ 4 , 4 ]
[ 0 , 2 ], 40, [ 4 , 7 ]
[ 6 , 0 ], 26, [ 0 , 7 ]
[ 1 , 5 ], 38, [ 7 , 0 ]
[ 4 , 0 ], 36, [ 6 , 7 ]
[ 1 , 7 ], 32, [ 6 , 7 ]
[ 0 , 2 ], 40, [ 7 , 2 ]
[ 5 , 3 ], 41, [ 7 , 7 ]
[ 2 , 7 ], 5, [ 0 , 7 ]
[ 1 , 3 ], 28, [ 6 , 1 ]
[ 5 , 2 ], 34, [ 7 , 1 ]
[ 6 , 1 ], 35, [ 1 , 0 ]
[ 0 , 6 ], 27, [ 0 , 0 ]
[ 3 , 6 ], 19, [ 7 , 0 ]
[ 7 , 4 ], 47, [ 0 , 3 ]
[ 5 , 1 ], 52, [ 6 , 3 ]
[ 7 , 6 ], 48, [ 7 , 3 ]
[ 7 , 1 ], 48, [ 0 , 1 ]
[ 4 , 5 ], 50, [ 0 , 2 ]
[ 3 , 3 ], 37, [ 4 , 0 ]
[ 1 , 5 ], 30, [ 2 , 7 ]
[ 0 , 1 ], 38, [ 7 , 7 ]
[ 5 , 6 ], 44, [ 0 , 0 ]
[ 5 , 5 ], 41, [ 1 , 7 ]
[ 0 , 6 ], 25, [ 6 , 6 ]
[ 7 , 1 ], 48, [ 0 , 1 ]
[ 1 , 5 ], 39, [ 0 , 0 ]
[ 4 , 6 ], 26, [ 7 , 0 ]
[ 1 , 5 ], 25, [ 0 , 0 ]
[ 0 , 1 ], 28, [ 0 , 0 ]
[ 1 , 1 ], 46, [ 6 , 7 ]
[ 4 , 5 ], 41, [ 0 , 1 ]
[ 3 , 1 ], 29, [ 0 , 6 ]
[ 1 , 6 ], 48, [ 4 , 4 ]
[ 6 , 3 ], 45, [ 0 , 1 ]
[ 7 , 5 ], 32, [ 7 , 4 ]
[ 1 , 4 ], 47, [ 6 , 7 ]
[ 4 , 0 ], 42, [ 0 , 7 ]
[ 2 , 7 ], 45, [ 4 , 7 ]
[ 2 , 2 ], 30, [ 0 , 7 ]
[ 2 , 5 ], 51, [ 4 , 1 ]
[ 6 , 7 ], 40, [ 2 , 0 ]
[ 3 , 5 ], 28, [ 0 , 5 ]
[ 4 , 0 ], 38, [ 3 , 0 ]
[ 1 , 0 ], 46, [ 7 , 5 ]
[ 7 , 4 ], 50, [ 0 , 0 ]
[ 3 , 2 ], 37, [ 0 , 7 ]
[ 0 , 6 ], 29, [ 3 , 7 ]
[ 6 , 3 ], 33, [ 1 , 6 ]
[ 6 , 2 ], 46, [ 0 , 1 ]
[ 0 , 2 ], 17, [ 0 , 6 ]
[ 2 , 3 ], 46, [ 7 , 3 ]
[ 5 , 6 ], 27, [ 1 , 0 ]
[ 6 , 1 ], 41, [ 4 , 3 ]
[ 1 , 0 ], 29, [ 0 , 1 ]
[ 6 , 3 ], 37, [ 3 , 0 ]
[ 5 , 4 ], 8, [ 7 , 7 ]
[ 4 , 1 ], 9, [ 7 , 0 ]
[ 2 , 3 ], 35, [ 7 , 0 ]
[ 5 , 0 ], 29, [ 0 , 7 ]
[ 3 , 3 ], 11, [ 7 , 7 ]
[ 7 , 2 ], 39, [ 1 , 4 ]
[ 2 , 2 ], 46, [ 1 , 0 ]
[ 7 , 1 ], 41, [ 0 , 2 ]
[ 2 , 3 ], 36, [ 2 , 0 ]
[ 2 , 2 ], 11, [ 7 , 7 ]
[ 3 , 5 ], 30, [ 1 , 0 ]
[ 3 , 2 ], 39, [ 7 , 6 ]
[ 2 , 3 ], 15, [ 0 , 7 ]
[ 6 , 4 ], 22, [ 3 , 0 ]
[ 3 , 2 ], 56, [ 1 , 7 ]
[ 3 , 3 ], 38, [ 0 , 7 ]
[ 5 , 0 ], 37, [ 0 , 1 ]
[ 3 , 3 ], 43, [ 7 , 7 ]
[ 7 , 4 ], 32, [ 2 , 0 ]
[ 0 , 1 ], 16, [ 1 , 7 ]
[ 6 , 0 ], 34, [ 0 , 3 ]
[ 0 , 1 ], 44, [ 0 , 0 ]
[ 1 , 4 ], 39, [ 7 , 4 ]
[ 1 , 4 ], 32, [ 5 , 7 ]
[ 7 , 2 ], 41, [ 1 , 0 ]
[ 4 , 4 ], 41, [ 6 , 6 ]
[ 5 , 7 ], 16, [ 7 , 6 ]
[ 0 , 4 ], 32, [ 6 , 7 ]
[ 5 , 1 ], 38, [ 0 , 7 ]
[ 5 , 4 ], 51, [ 6 , 7 ]
[ 6 , 0 ], 12, [ 7 , 4 ]
[ 1 , 4 ], 53, [ 0 , 3 ]
[ 1 , 1 ], 44, [ 0 , 5 ]
[ 6 , 5 ], 27, [ 0 , 7 ]
[ 0 , 0 ], 43, [ 0 , 6 ]
[ 2 , 1 ], 35, [ 1 , 0 ]
[ 3 , 5 ], 48, [ 1 , 6 ]
[ 3 , 7 ], 44, [ 2 , 7 ]
