[ 2 , 2 ], 40, [ 4 , 7 ]
[ 6 , 5 ], 47, [ 7 , 0 ]
[ 4 , 1 ], 23, [ 4 , 7 ]
[ 7 , 0 ], 37, [ 0 , 7 ]
[ 1 , 5 ], 52, [ 6 , 7 ]
[ 2 , 5 ], 28, [ 7 , 1 ]
[ 5 , 0 ], 24, [ 0 , 0 ]
[ 2 , 5 ], 43, [ 0 , 1 ]
[ 0 , 7 ], 43, [ 0 , 3 ]
[ 3 , 7 ], 32, [ 7 , 6 ]
[ 4 , 0 ], 36, [ 3 , 4 ]
[ 1 , 1 ], 13, [ 0 , 0 ]
[ 5 , 5 ], 28, [ 7 , 4 ]
[ 2 , 4 ], 34, [ 6 , 7 ]
[ 2 , 3 ], 29, [ 7 , 0 ]
[ 5 , 2 ], 42, [ 7 , 7 ]
[ 5 , 2 ], 18, [ 0 , 0 ]
[ 1 , 6 ], 47, [ 4 , 7 ]
[ 0 , 7 ], 53, [ 5 , 0 ]
[ 4 , 1 ], 16, [ 0 , 0 ]
[ 5 , 2 ], 36, [ 7 , 7 ]
[ 6 , 0 ], 45, [ 7 , 3 ]
[ 2 , 4 ], 32, [ 7 , 6 ]
[ 1 , 3 ], 12, [ 0 , 7 ]
[ 1 , 2 ], 41, [ 2 , 7 ]
[ 1 , 0 ], 45, [ 5 , 0 ]
[ 3 , 7 ], 45, [ 6 , 0 ]
[ 1 , 6 ], 33, [ 7 , 6 ]
[ 4 , 1 ], 42, [ 7 , 3 ]
[ 2 , 0 ], 31, [ 0 , 2 ]
[ 4 , 0 ], 26, [ 0 , 7 ]
[ 0 , 0 ], 27, [ 7 , 7 ]
[ 2 , 4 ], 45, [ 3 , 7 ]
[ 1 , 7 ], 40, [ 7 , 6 ]
[ 1 , 1 ], 25, [ 0 , 6 ]
[ 5 , 4 ], 35, [ 0 , 7 ]
[ 5 , 7 ], 42, [ 0 , 3 ]
[ 5 , 5 ], 39, [ 0 , 6 ]
[ 4 , 1 ], 34, [ 1 , 7 ]
[ 7 , 0 ], 32, [ 7 , 7 ]
[ 6 , 6 ], 17, [ 0 , 0 ]
[ 5 , 5 ], 19, [ 1 , 7 ]
[ 2 , 6 ], 42, [ 1 , 0 ]
[ 7 , 3 ], 42, [ 7 , 0 ]
[ 7 , 0 ], 28, [ 6 , 0 ]
[ 1 , 4 ], 20, [ 0 , 6 ]
[ 2 , 5 ], 15, [ 0 , 7 ]
[ 6 , 0 ], 23, [ 7 , 5 ]
[ 7 , 1 ], 41, [ 0 , 6 ]
[ 5 , 7 ], 48, [ 4 , 1 ]
[ 3 , 2 ], 27, [ 1 , 0 ]
[ 4 , 5 ], 18, [ 0 , 6 ]
[ 1 , 1 ], 35, [ 7 , 7 ]
[ 5 , 4 ], 41, [ 3 , 0 ]
[ 2 , 2 ], 37, [ 0 , 0 ]
[ 6 , 3 ], 51, [ 7 , 6 ]
[ 0 , 3 ], 27, [ 0 , 7 ]
[ 1 , 6 ], 33, [ 2 , 7 ]
[ 2 , 6 ], 38, [ 7 , 2 ]
[ 5 , 5 ], 41, [ 2 , 4 ]
[ 5 , 1 ], 38, [ 7 , 2 ]
[ 5 , 5 ], 33, [ 6 , 0 ]
[ 0 , 4 ], 43, [ 7 , 7 ]
[ 4 , 7 ], 7, [ 0 , 7 ]
[ 1 , 1 ], 29, [ 7 , 7 ]
[ 7 , 0 ], 40, [ 1 , 3 ]
[ 4 , 7 ], 38, [ 0 , 6 ]
[ 5 , 4 ], 39, [ 4 , 3 ]
[ 7 , 0 ], 33, [ 7 , 6 ]
[ 3 , 5 ], 34, [ 0 , 5 ]
[ 4 , 1 ], 38, [ 4 , 6 ]
[ 6 , 6 ], 36, [ 0 , 1 ]
[ 1 , 3 ], 29, [ 6 , 0 ]
[ 3 , 5 ], 28, [ 0 , 5 ]
[ 0 , 6 ], 30, [ 1 , 0 ]
[ 7 , 3 ], 35, [ 5 , 7 ]
[ 5 , 4 ], 33, [ 0 , 3 ]
[ 3 , 6 ], 51, [ 1 , 0 ]
[ 1 , 2 ], 47, [ 6 , 3 ]
[ 1 , 6 ], 10, [ 0 , 0 ]
[ 3 , 7 ], 37, [ 7 , 7 ]
[ 5 , 7 ], 18, [ 0 , 1 ]
[ 1 , 4 ], 48, [ 7 , 7 ]
[ 5 , 5 ], 40, [ 6 , 1 ]
[ 3 , 3 ], 33, [ 0 , 6 ]
[ 5 , 3 ], 46, [ 7 , 0 ]
[ 7 , 3 ], 28, [ 7 , 0 ]
[ 6 , 3 ], 41, [ 0 , 7 ]
[ 1 , 7 ], 22, [ 6 , 7 ]
[ 2 , 7 ], 40, [ 4 , 0 ]
[ 3 , 1 ], 35, [ 7 , 7 ]
[ 7 , 4 ], 36, [ 3 , 7 ]
[ 1 , 6 ], 42, [ 7 , 3 ]
[ 7 , 2 ], 46, [ 0 , 0 ]
[ 4 , 4 ], 10, [ 7 , 0 ]
[ 4 , 6 ], 7, [ 7 , 7 ]
[ 2 , 5 ], 36, [ 1 , 7 ]
[ 4 , 0 ], 24, [ 7 , 0 ]
[ 6 , 3 ], 32, [ 0 , 0 ]
[ 4 , 4 ], 42, [ 7 , 6 ]
[ 5 , 2 ], 25, [ 7 , 0 ]
[ 7 , 1 ], 27, [ 4 , 0 ]
[ 3 , 2 ], 44, [ 7 , 7 ]
[ 2 , 4 ], 37, [ 0 , 0 ]
[ 0 , 4 ], 44, [ 7 , 0 ]
[ 0 , 1 ], 32, [ 1 , 1 ]
[ 5 , 1 ], 39, [ 3 , 7 ]
[ 6 , 4 ], 46, [ 7 , 0 ]
[ 1 , 5 ], 44, [ 5 , 0 ]
[ 0 , 5 ], 43, [ 0 , 7 ]
[ 7 , 0 ], 44, [ 5 , 7 ]
[ 6 , 2 ], 34, [ 7 , 0 ]
[ 2 , 3 ], 23, [ 7 , 6 ]
[ 7 , 3 ], 24, [ 1 , 0 ]
[ 0 , 6 ], 49, [ 7 , 7 ]
[ 4 , 5 ], 21, [ 1 , 0 ]
[ 7 , 3 ], 17, [ 7 , 1 ]
[ 0 , 2 ], 44, [ 7 , 4 ]
[ 3 , 3 ], 38, [ 4 , 7 ]
[ 2 , 6 ], 4, [ 0 , 7 ]
[ 6 , 5 ], 34, [ 6 , 0 ]
[ 7 , 3 ], 7, [ 7 , 7 ]
[ 5 , 7 ], 41, [ 0 , 0 ]
[ 3 , 4 ], 37, [ 0 , 5 ]
[ 4 , 2 ], 43, [ 1 , 7 ]
[ 5 , 7 ], 43, [ 7 , 7 ]
[ 3 , 4 ], 43, [ 7 , 0 ]
[ 4 , 2 ], 47, [ 0 , 0 ]
[ 1 , 4 ], 30, [ 3 , 1 ]
[ 5 , 1 ], 36, [ 1 , 0 ]
[ 3 , 4 ], 13, [ 7 , 0 ]
[ 6 , 3 ], 42, [ 1 , 7 ]
[ 6 , 4 ], 51, [ 7 , 7 ]
[ 7 , 2 ], 24, [ 1 , 1 ]
[ 5 , 4 ], 38, [ 0 , 6 ]
[ 3 , 3 ], 38, [ 0 , 5 ]
[ 7 , 0 ], 24, [ 0 , 0 ]
[ 1 , 2 ], 38, [ 1 , 7 ]
[ 6 , 5 ], 27, [ 0 , 7 ]
[ 5 , 2 ], 25, [ 0 , 3 ]
[ 6 , 4 ], 40, [ 3 , 6 ]
[ 5 , 6 ], 50, [ 0 , 0 ]
[ 6 , 2 ], 41, [ 3 , 7 ]
[ 4 , 1 ], 54, [ 4 , 0 ]
[ 3 , 6 ], 41, [ 4 , 3 ]
[ 5 , 0 ], 29, [ 7 , 0 ]
[ 1 , 7 ], 37, [ 7 , 1 ]
[ 7 , 3 ], 36, [ 7 , 2 ]
[ 3 , 6 ], 14, [ 7 , 7 ]
[ 7 , 2 ], 26, [ 0 , 0 ]
[ 3 , 3 ], 27, [ 0 , 6 ]
[ 0 , 6 ], 30, [ 0 , 1 ]
[ 5 , 3 ], 40, [ 7 , 0 ]
[ 6 , 3 ], 44, [ 6 , 0 ]
[ 5 , 7 ], 29, [ 7 , 1 ]
[ 5 , 0 ], 30, [ 0 , 0 ]
[ 2 , 1 ], 31, [ 7 , 0 ]
[ 7 , 4 ], 33, [ 2 , 7 ]
[ 1 , 4 ], 36, [ 0 , 0 ]
[ 4 , 0 ], 11, [ 7 , 7 ]
[ 6 , 5 ], 48, [ 1 , 7 ]
[ 3 , 0 ], 31, [ 7 , 0 ]
[ 5 , 4 ], 18, [ 5 , 7 ]
[ 5 , 2 ], 35, [ 6 , 7 ]
[ 2 , 4 ], 30, [ 4 , 7 ]
[ 7 , 6 ], 12, [ 5 , 7 ]
[ 0 , 1 ], 42, [ 1 , 7 ]
[ 3 , 7 ], 33, [ 0 , 4 ]
[ 3 , 0 ], 50, [ 7 , 1 ]
[ 7 , 2 ], 31, [ 3 , 0 ]
[ 4 , 5 ], 37, [ 1 , 0 ]
[ 1 , 5 ], 38, [ 7 , 4 ]
[ 5 , 3 ], 36, [ 0 , 7 ]
[ 7 , 7 ], 42, [ 0 , 1 ]
[ 4 , 0 ], 43, [ 1 , 7 ]
[ 2 , 4 ], 21, [ 7 , 7 ]
[ 6 , 0 ], 31, [ 1 , 7 ]
[ 3 , 1 ], 30, [ 0 , 7 ]
[ 3 , 0 ], 37, [ 0 , 1 ]
[ 2 , 3 ], 48, [ 1 , 1 ]
[ 4 , 4 ], 48, [ 1 , 0 ]
[ 5 , 3 ], 40, [ 0 , 5 ]
[ 1 , 2 ], 20, [ 7 , 7 ]
[ 7 , 6 ], 52, [ 7 , 3 ]
[ 2 , 5 ], 42, [ 7 , 1 ]
[ 2 , 5 ], 47, [ 0 , 1 ]
[ 6 , 5 ], 50, [ 6 , 0 ]
[ 0 , 1 ], 31, [ 7 , 6 ]
[ 1 , 2 ], 35, [ 0 , 1 ]
[ 7 , 2 ], 40, [ 7 , 7 ]
[ 3 , 3 ], 36, [ 4 , 7 ]
[ 4 , 2 ], 36, [ 7 , 0 ]
[ 0 , 3 ], 38, [ 6 , 6 ]
[ 1 , 7 ], 28, [ 0 , 7 ]
[ 7 , 2 ], 38, [ 0 , 0 ]
[ 0 , 3 ], 41, [ 7 , 6 ]
[ 6 , 7 ], 14, [ 7 , 7 ]
[ 1 , 4 ], 32, [ 7 , 7 ]
[ 4 , 6 ], 48, [ 5 , 4 ]
[ 4 , 4 ], 35, [ 7 , 7 ]
[ 5 , 7 ], 33, [ 6 , 0 ]
[ 6 , 4 ], 26, [ 3 , 0 ]
[ 3 , 2 ], 14, [ 0 , 0 ]
[ 2 , 3 ], 31, [ 6 , 7 ]
[ 1 , 2 ], 36, [ 2 , 0 ]
[ 0 , 0 ], 39, [ 0 , 6 ]
[ 0 , 3 ], 26, [ 1 , 7 ]
[ 7 , 5 ], 39, [ 4 , 0 ]
[ 4 , 2 ], 29, [ 5 , 7 ]
[ 6 , 3 ], 46, [ 7 , 7 ]
[ 3 , 2 ], 38, [ 0 , 0 ]
[ 2 , 0 ], 37, [ 6 , 6 ]
[ 7 , 7 ], 51, [ 4 , 0 ]
[ 1 , 1 ], 40, [ 1 , 6 ]
[ 4 , 5 ], 28, [ 0 , 0 ]
[ 6 , 4 ], 49, [ 2 , 0 ]
[ 4 , 5 ], 36, [ 7 , 7 ]
[ 1 , 5 ], 8, [ 0 , 7 ]
[ 3 , 6 ], 43, [ 1 , 0 ]
[ 3 , 0 ], 41, [ 6 , 7 ]
[ 7 , 1 ], 48, [ 1 , 6 ]
[ 6 , 6 ], 29, [ 7 , 1 ]
[ 0 , 2 ], 24, [ 0 , 1 ]
[ 4 , 4 ], 19, [ 7 , 7 ]
[ 7 , 0 ], 45, [ 7 , 6 ]
[ 1 , 7 ], 41, [ 7 , 1 ]
[ 0 , 3 ], 35, [ 0 , 7 ]
[ 2 , 5 ], 35, [ 0 , 1 ]
[ 0 , 0 ], 44, [ 7 , 0 ]
[ 2 , 1 ], 41, [ 4 , 7 ]
[ 7 , 4 ], 21, [ 6 , 7 ]
[ 0 , 2 ], 41, [ 0 , 4 ]
[ 2 , 7 ], 31, [ 5 , 0 ]
[ 1 , 1 ], 31, [ 0 , 6 ]
[ 2 , 7 ], 40, [ 7 , 1 ]
[ 1 , 4 ], 38, [ 1 , 1 ]
[ 0 , 5 ], 46, [ 6 , 0 ]
[ 3 , 0 ], 37, [ 6 , 7 ]
[ 4 , 7 ], 44, [ 7 , 3 ]
[ 0 , 5 ], 31, [ 0 , 1 ]
[ 4 , 0 ], 39, [ 0 , 6 ]
[ 5 , 6 ], 43, [ 3 , 0 ]
[ 1 , 5 ], 38, [ 7 , 0 ]
[ 4 , 3 ], 42, [ 1 , 7 ]
[ 0 , 3 ], 39, [ 0 , 7 ]
[ 3 , 3 ], 17, [ 0 , 0 ]
[ 6 , 3 ], 30, [ 1 , 7 ]
[ 3 , 4 ], 29, [ 7 , 6 ]
[ 3 , 7 ], 46, [ 1 , 6 ]
[ 3 , 3 ], 21, [ 5 , 7 ]
[ 1 , 4 ], 38, [ 0 , 0 ]
[ 3 , 5 ], 20, [ 0 , 7 ]
[ 5 , 6 ], 15, [ 7 , 0 ]
[ 5 , 5 ], 24, [ 7 , 2 ]
[ 1 , 2 ], 55, [ 3 , 0 ]
[ 2 , 1 ], 52, [ 7 , 1 ]
[ 7 , 3 ], 31, [ 6 , 0 ]
[ 6 , 1 ], 19, [ 0 , 7 ]
[ 5 , 0 ], 45, [ 0 , 7 ]
[ 6 , 2 ], 15, [ 0 , 0 ]
[ 5 , 7 ], 36, [ 7 , 6 ]
[ 2 , 4 ], 50, [ 7 , 4 ]
[ 3 , 1 ], 33, [ 0 , 0 ]
[ 6 , 7 ], 38, [ 5 , 7 ]
[ 7 , 6 ], 26, [ 7 , 1 ]
[ 4 , 2 ], 44, [ 7 , 0 ]
[ 5 , 6 ], 27, [ 7 , 0 ]
[ 3 , 1 ], 29, [ 7 , 7 ]
[ 5 , 6 ], 28, [ 0 , 0 ]
[ 3 , 0 ], 32, [ 7 , 5 ]
[ 4 , 3 ], 47, [ 3 , 0 ]
[ 7 , 7 ], 32, [ 0 , 1 ]
[ 6 , 2 ], 37, [ 7 , 7 ]
[ 0 , 6 ], 17, [ 7 , 7 ]
[ 7 , 5 ], 27, [ 7 , 1 ]
[ 4 , 4 ], 42, [ 7 , 4 ]
[ 1 , 1 ], 39, [ 0 , 0 ]
[ 5 , 2 ], 23, [ 0 , 7 ]
[ 2 , 6 ], 22, [ 0 , 7 ]
[ 7 , 2 ], 31, [ 7 , 6 ]
[ 4 , 4 ], 33, [ 5 , 7 ]
[ 4 , 1 ], 21, [ 0 , 7 ]
[ 2 , 2 ], 46, [ 1 , 6 ]
[ 7 , 5 ], 36, [ 7 , 0 ]
[ 6 , 2 ], 52, [ 0 , 7 ]
[ 6 , 2 ], 47, [ 7 , 7 ]
[ 5 , 2 ], 21, [ 0 , 7 ]
[ 0 , 1 ], 48, [ 5 , 7 ]
[ 0 , 0 ], 27, [ 0 , 4 ]
[ 0 , 4 ], 41, [ 0 , 6 ]
[ 2 , 3 ], 9, [ 0 , 7 ]
[ 3 , 0 ], 51, [ 7 , 0 ]
[ 3 , 3 ], 39, [ 1 , 7 ]
[ 1 , 6 ], 37, [ 4 , 7 ]
[ 0 , 6 ], 43, [ 1 , 1 ]
[ 2 , 0 ], 35, [ 0 , 0 ]
[ 2 , 0 ], 23, [ 6 , 0 ]
[ 5 , 1 ], 22, [ 0 , 7 ]
[ 3 , 3 ], 37, [ 2 , 0 ]
[ 4 , 3 ], 31, [ 7 , 4 ]
[ 5 , 3 ], 28, [ 0 , 7 ]
[ 0 , 7 ], 32, [ 7 , 7 ]
[ 6 , 3 ], 37, [ 7 , 4 ]
[ 2 , 5 ], 6, [ 0 , 0 ]
[ 4 , 1 ], 36, [ 2 , 0 ]
[ 7 , 4 ], 30, [ 6 , 6 ]
[ 2 , 4 ], 39, [ 5 , 1 ]
[ 2 , 4 ], 43, [ 3 , 7 ]
[ 5 , 6 ], 28, [ 7 , 7 ]
[ 5 , 3 ], 46, [ 2 , 7 ]
[ 0 , 0 ], 33, [ 3 , 7 ]
[ 5 , 7 ], 30, [ 7 , 6 ]
[ 5 , 2 ], 40, [ 4 , 0 ]
[ 0 , 0 ], 37, [ 1 , 7 ]
[ 6 , 5 ], 44, [ 7 , 3 ]
[ 3 , 3 ], 39, [ 7 , 1 ]
[ 3 , 7 ], 42, [ 4 , 1 ]
[ 4 , 6 ], 19, [ 7 , 7 ]
[ 4 , 5 ], 14, [ 7 , 7 ]
[ 5 , 6 ], 37, [ 7 , 0 ]
[ 7 , 3 ], 43, [ 1 , 7 ]
[ 3 , 7 ], 47, [ 0 , 0 ]
[ 6 , 5 ], 53, [ 0 , 7 ]
[ 2 , 0 ], 46, [ 6 , 3 ]
[ 3 , 6 ], 32, [ 0 , 0 ]
[ 3 , 1 ], 20, [ 7 , 6 ]
[ 2 , 1 ], 22, [ 0 , 6 ]
[ 5 , 4 ], 38, [ 7 , 5 ]
[ 1 , 3 ], 41, [ 7 , 1 ]
[ 7 , 4 ], 28, [ 0 , 0 ]
[ 4 , 0 ], 50, [ 0 , 3 ]
[ 3 , 5 ], 33, [ 7 , 1 ]
[ 5 , 6 ], 37, [ 0 , 7 ]
[ 4 , 0 ], 9, [ 0 , 0 ]
[ 5 , 2 ], 38, [ 6 , 0 ]
[ 5 , 3 ], 16, [ 1 , 0 ]
[ 2 , 6 ], 32, [ 7 , 0 ]
[ 6 , 2 ], 13, [ 7 , 7 ]
[ 5 , 5 ], 41, [ 6 , 0 ]
[ 1 , 7 ], 29, [ 1 , 1 ]
[ 6 , 0 ], 24, [ 7 , 6 ]
[ 1 , 2 ], 41, [ 3 , 6 ]
[ 2 , 0 ], 37, [ 0 , 0 ]
[ 7 , 6 ], 42, [ 6 , 0 ]
[ 4 , 4 ], 43, [ 7 , 5 ]
[ 5 , 1 ], 27, [ 7 , 7 ]
[ 7 , 5 ], 23, [ 0 , 0 ]
[ 3 , 1 ], 47, [ 1 , 7 ]
[ 1 , 4 ], 25, [ 5 , 0 ]
[ 7 , 4 ], 17, [ 1 , 6 ]
[ 5 , 6 ], 33, [ 7 , 6 ]
[ 6 , 6 ], 42, [ 7 , 2 ]
[ 0 , 5 ], 27, [ 0 , 7 ]
[ 3 , 1 ], 48, [ 0 , 3 ]
[ 0 , 5 ], 37, [ 1 , 4 ]
[ 1 , 7 ], 52, [ 1 , 0 ]
[ 1 , 3 ], 54, [ 0 , 7 ]
[ 3 , 6 ], 13, [ 7 , 0 ]
[ 1 , 4 ], 24, [ 6 , 0 ]
[ 5 , 4 ], 47, [ 4 , 7 ]
[ 2 , 6 ], 18, [ 0 , 7 ]
[ 0 , 1 ], 33, [ 7 , 6 ]
[ 3 , 2 ], 27, [ 0 , 1 ]
[ 3 , 0 ], 34, [ 6 , 0 ]
[ 7 , 5 ], 29, [ 7 , 1 ]
[ 3 , 1 ], 40, [ 0 , 5 ]
[ 1 , 1 ], 37, [ 0 , 6 ]
[ 6 , 0 ], 52, [ 0 , 7 ]
[ 4 , 5 ], 42, [ 4 , 0 ]
[ 4 , 2 ], 44, [ 3 , 6 ]
[ 2 , 7 ], 40, [ 5 , 7 ]
[ 6 , 6 ], 41, [ 7 , 7 ]
[ 3 , 5 ], 36, [ 0 , 5 ]
[ 3 , 5 ], 37, [ 1 , 7 ]
[ 2 , 3 ], 33, [ 2 , 1 ]
[ 3 , 1 ], 21, [ 7 , 7 ]
[ 2 , 5 ], 44, [ 4 , 0 ]
[ 4 , 7 ], 33, [ 2 , 7 ]
[ 7 , 4 ], 38, [ 0 , 2 ]
[ 2 , 6 ], 24, [ 0 , 7 ]
[ 7 , 4 ], 30, [ 6 , 0 ]
[ 5 , 2 ], 51, [ 0 , 1 ]
[ 1 , 4 ], 25, [ 3 , 0 ]
[ 7 , 6 ], 30, [ 7 , 7 ]
[ 2 , 2 ], 51, [ 7 , 7 ]
[ 4 , 5 ], 35, [ 7 , 6 ]
[ 0 , 0 ], 47, [ 6 , 0 ]
[ 1 , 5 ], 20, [ 0 , 1 ]
[ 4 , 4 ], 38, [ 0 , 7 ]
[ 4 , 1 ], 26, [ 0 , 0 ]
[ 5 , 6 ], 29, [ 1 , 0 ]
[ 6 , 6 ], 24, [ 4 , 7 ]
[ 0 , 1 ], 24, [ 1 , 7 ]
[ 2 , 2 ], 16, [ 0 , 7 ]
[ 5 , 7 ], 30, [ 0 , 1 ]
[ 4 , 1 ], 46, [ 0 , 6 ]
[ 2 , 0 ], 35, [ 7 , 7 ]
[ 7 , 2 ], 40, [ 7 , 1 ]
[ 6 , 0 ], 47, [ 7 , 1 ]
[ 5 , 3 ], 35, [ 6 , 0 ]
[ 0 , 5 ], 35, [ 4 , 7 ]
[ 3 , 4 ], 38, [ 7 , 7 ]
[ 4 , 7 ], 13, [ 0 , 7 ]
[ 0 , 0 ], 52, [ 6 , 3 ]
[ 4 , 5 ], 26, [ 7 , 7 ]
[ 7 , 4 ], 25, [ 0 , 3 ]
[ 1 , 3 ], 28, [ 1 , 0 ]
[ 5 , 7 ], 49, [ 4 , 4 ]
[ 0 , 5 ], 31, [ 7 , 6 ]
[ 3 , 5 ], 39, [ 7 , 1 ]
[ 7 , 3 ], 48, [ 4 , 3 ]
[ 1 , 7 ], 23, [ 0 , 6 ]
[ 2 , 4 ], 37, [ 3 , 7 ]
[ 7 , 2 ], 36, [ 7 , 7 ]
[ 7 , 2 ], 41, [ 0 , 1 ]
[ 2 , 1 ], 47, [ 2 , 7 ]
[ 6 , 2 ], 30, [ 4 , 7 ]
[ 7 , 5 ], 38, [ 7 , 0 ]
[ 0 , 1 ], 36, [ 0 , 4 ]
[ 1 , 0 ], 39, [ 0 , 7 ]
[ 4 , 5 ], 43, [ 0 , 7 ]
[ 7 , 6 ], 17, [ 0 , 7 ]
[ 6 , 6 ], 33, [ 1 , 7 ]
[ 6 , 2 ], 20, [ 0 , 7 ]
[ 1 , 3 ], 21, [ 7 , 7 ]
[ 0 , 1 ], 24, [ 1 , 3 ]
[ 5 , 6 ], 29, [ 0 , 1 ]
[ 1 , 3 ], 18, [ 1 , 0 ]
[ 5 , 4 ], 30, [ 0 , 0 ]
