[ 6 , 6 ], 32, [ 7 , 4 ]
[ 7 , 0 ], 23, [ 0 , 7 ]
[ 5 , 2 ], 39, [ 7 , 0 ]
[ 4 , 2 ], 17, [ 1 , 7 ]
[ 0 , 7 ], 38, [ 6 , 4 ]
[ 6 , 2 ], 33, [ 0 , 6 ]
[ 3 , 7 ], 33, [ 6 , 0 ]
[ 1 , 3 ], 39, [ 3 , 7 ]
[ 5 , 6 ], 16, [ 3 , 7 ]
[ 6 , 2 ], 39, [ 5 , 7 ]
[ 7 , 2 ], 50, [ 0 , 0 ]
[ 7 , 0 ], 31, [ 1 , 0 ]
[ 0 , 2 ], 45, [ 7 , 5 ]
[ 5 , 2 ], 30, [ 7 , 1 ]
[ 0 , 3 ], 35, [ 6 , 7 ]
[ 0 , 4 ], 34, [ 0 , 5 ]
[ 5 , 3 ], 27, [ 1 , 7 ]
[ 7 , 7 ], 43, [ 7 , 1 ]
[ 3 , 0 ], 37, [ 3 , 6 ]
[ 3 , 0 ], 24, [ 0 , 0 ]
[ 5 , 4 ], 52, [ 0 , 4 ]
[ 2 , 0 ], 39, [ 2 , 6 ]
[ 7 , 5 ], 35, [ 3 , 7 ]
[ 4 , 6 ], 21, [ 7 , 7 ]
[ 0 , 4 ], 42, [ 1 , 0 ]
[ 5 , 3 ], 48, [ 7 , 4 ]
[ 5 , 3 ], 37, [ 6 , 0 ]
[ 4 , 0 ], 44, [ 6 , 1 ]
[ 1 , 4 ], 54, [ 7 , 1 ]
[ 1 , 3 ], 34, [ 6 , 1 ]
[ 6 , 0 ], 38, [ 7 , 2 ]
[ 3 , 1 ], 39, [ 4 , 0 ]
[ 1 , 4 ], 43, [ 6 , 7 ]
[ 4 , 6 ], 26, [ 7 , 2 ]
[ 4 , 7 ], 47, [ 1 , 6 ]
[ 1 , 1 ], 39, [ 7 , 7 ]
[ 3 , 1 ], 26, [ 0 , 1 ]
[ 6 , 7 ], 48, [ 0 , 0 ]
[ 0 , 1 ], 46, [ 7 , 7 ]
[ 7 , 4 ], 46, [ 0 , 0 ]
[ 4 , 1 ], 33, [ 6 , 7 ]
[ 3 , 3 ], 32, [ 7 , 6 ]
[ 2 , 3 ], 43, [ 0 , 7 ]
[ 1 , 2 ], 56, [ 4 , 0 ]
[ 0 , 6 ], 35, [ 5 , 7 ]
[ 5 , 1 ], 39, [ 2 , 0 ]
[ 3 , 5 ], 42, [ 0 , 7 ]
[ 0 , 5 ], 48, [ 7 , 5 ]
[ 2 , 2 ], 40, [ 2 , 7 ]
[ 1 , 3 ], 32, [ 7 , 6 ]
[ 6 , 3 ], 41, [ 7 , 6 ]
[ 4 , 3 ], 25, [ 0 , 3 ]
[ 2 , 4 ], 42, [ 3 , 0 ]
[ 3 , 7 ], 25, [ 0 , 0 ]
[ 0 , 2 ], 19, [ 0 , 0 ]
[ 2 , 6 ], 26, [ 7 , 0 ]
[ 3 , 0 ], 23, [ 0 , 7 ]
[ 7 , 2 ], 21, [ 1 , 0 ]
[ 4 , 0 ], 44, [ 7 , 4 ]
[ 2 , 3 ], 26, [ 0 , 6 ]
[ 5 , 5 ], 28, [ 0 , 7 ]
[ 7 , 5 ], 28, [ 3 , 0 ]
[ 4 , 6 ], 36, [ 6 , 7 ]
[ 0 , 2 ], 28, [ 4 , 7 ]
[ 1 , 0 ], 37, [ 4 , 7 ]
[ 4 , 6 ], 34, [ 0 , 7 ]
[ 3 , 0 ], 33, [ 7 , 0 ]
[ 0 , 4 ], 37, [ 0 , 0 ]
[ 7 , 3 ], 36, [ 4 , 7 ]
[ 7 , 4 ], 34, [ 7 , 3 ]
[ 4 , 6 ], 45, [ 2 , 4 ]
[ 1 , 3 ], 53, [ 6 , 6 ]
[ 1 , 6 ], 40, [ 7 , 1 ]
[ 6 , 0 ], 37, [ 0 , 0 ]
[ 6 , 6 ], 37, [ 4 , 4 ]
[ 4 , 7 ], 44, [ 7 , 1 ]
[ 3 , 2 ], 40, [ 0 , 0 ]
[ 4 , 2 ], 30, [ 6 , 1 ]
[ 1 , 2 ], 36, [ 6 , 6 ]
[ 3 , 1 ], 20, [ 7 , 0 ]
[ 0 , 5 ], 13, [ 0 , 7 ]
[ 2 , 2 ], 38, [ 1 , 6 ]
[ 0 , 6 ], 44, [ 0 , 1 ]
[ 7 , 3 ], 25, [ 6 , 0 ]
[ 0 , 5 ], 45, [ 4 , 5 ]
[ 7 , 7 ], 41, [ 1 , 1 ]
[ 3 , 5 ], 26, [ 0 , 1 ]
[ 7 , 7 ], 37, [ 0 , 6 ]
[ 6 , 2 ], 47, [ 3 , 1 ]
[ 3 , 3 ], 40, [ 7 , 0 ]
[ 3 , 5 ], 42, [ 7 , 6 ]
[ 4 , 3 ], 28, [ 7 , 7 ]
[ 1 , 1 ], 46, [ 2 , 7 ]
[ 3 , 2 ], 32, [ 0 , 2 ]
[ 1 , 5 ], 35, [ 0 , 2 ]
[ 0 , 0 ], 32, [ 2 , 7 ]
[ 4 , 1 ], 10, [ 6 , 0 ]
[ 4 , 1 ], 17, [ 7 , 6 ]
[ 2 , 7 ], 29, [ 3 , 0 ]
[ 7 , 5 ], 46, [ 0 , 3 ]
[ 4 , 2 ], 17, [ 7 , 7 ]
[ 7 , 6 ], 21, [ 1 , 0 ]
[ 5 , 5 ], 43, [ 0 , 2 ]
[ 4 , 0 ], 36, [ 5 , 0 ]
[ 3 , 7 ], 48, [ 7 , 0 ]
[ 0 , 4 ], 27, [ 3 , 7 ]
[ 5 , 3 ], 12, [ 7 , 0 ]
[ 4 , 4 ], 17, [ 7 , 7 ]
[ 4 , 1 ], 50, [ 7 , 7 ]
[ 3 , 6 ], 22, [ 0 , 0 ]
[ 7 , 6 ], 37, [ 6 , 7 ]
[ 2 , 1 ], 42, [ 0 , 0 ]
[ 1 , 6 ], 48, [ 2 , 4 ]
[ 5 , 4 ], 29, [ 4 , 7 ]
[ 4 , 3 ], 33, [ 7 , 6 ]
[ 2 , 6 ], 47, [ 7 , 1 ]
[ 2 , 2 ], 36, [ 7 , 4 ]
[ 7 , 5 ], 52, [ 7 , 0 ]
[ 5 , 6 ], 38, [ 0 , 0 ]
[ 5 , 6 ], 43, [ 1 , 6 ]
[ 5 , 4 ], 43, [ 0 , 3 ]
[ 3 , 4 ], 47, [ 0 , 3 ]
[ 3 , 3 ], 28, [ 7 , 0 ]
[ 5 , 2 ], 43, [ 7 , 0 ]
[ 5 , 5 ], 32, [ 6 , 7 ]
[ 0 , 5 ], 38, [ 4 , 0 ]
[ 1 , 3 ], 46, [ 3 , 4 ]
[ 5 , 2 ], 22, [ 7 , 7 ]
[ 1 , 5 ], 40, [ 6 , 7 ]
[ 3 , 7 ], 24, [ 0 , 7 ]
[ 5 , 1 ], 41, [ 2 , 0 ]
[ 7 , 5 ], 47, [ 6 , 0 ]
[ 5 , 3 ], 17, [ 0 , 0 ]
[ 7 , 5 ], 44, [ 0 , 1 ]
[ 1 , 7 ], 49, [ 1 , 1 ]
[ 6 , 2 ], 36, [ 7 , 0 ]
[ 3 , 5 ], 39, [ 0 , 0 ]
[ 0 , 1 ], 39, [ 7 , 6 ]
[ 7 , 6 ], 51, [ 6 , 1 ]
[ 7 , 5 ], 23, [ 7 , 1 ]
[ 6 , 4 ], 26, [ 0 , 1 ]
[ 3 , 5 ], 25, [ 6 , 6 ]
[ 0 , 1 ], 48, [ 1 , 1 ]
[ 1 , 6 ], 49, [ 4 , 3 ]
[ 0 , 4 ], 45, [ 4 , 0 ]
[ 3 , 3 ], 19, [ 1 , 7 ]
[ 0 , 5 ], 26, [ 1 , 7 ]
[ 7 , 3 ], 27, [ 0 , 0 ]
[ 2 , 0 ], 41, [ 0 , 4 ]
[ 3 , 6 ], 36, [ 6 , 0 ]
[ 4 , 6 ], 48, [ 7 , 4 ]
[ 7 , 4 ], 41, [ 7 , 2 ]
[ 7 , 7 ], 33, [ 0 , 0 ]
[ 4 , 2 ], 39, [ 7 , 7 ]
[ 5 , 4 ], 43, [ 7 , 2 ]
[ 3 , 7 ], 35, [ 0 , 0 ]
[ 6 , 1 ], 32, [ 7 , 3 ]
[ 1 , 2 ], 45, [ 4 , 7 ]
[ 1 , 4 ], 33, [ 6 , 3 ]
[ 4 , 5 ], 27, [ 7 , 0 ]
[ 5 , 0 ], 51, [ 6 , 7 ]
[ 5 , 1 ], 47, [ 7 , 1 ]
[ 4 , 5 ], 42, [ 5 , 7 ]
[ 0 , 3 ], 44, [ 4 , 0 ]
[ 1 , 5 ], 27, [ 0 , 0 ]
[ 0 , 1 ], 47, [ 7 , 4 ]
[ 0 , 2 ], 40, [ 0 , 7 ]
[ 2 , 7 ], 32, [ 7 , 5 ]
[ 6 , 4 ], 45, [ 0 , 0 ]
[ 2 , 4 ], 22, [ 0 , 1 ]
[ 7 , 4 ], 33, [ 0 , 5 ]
[ 7 , 0 ], 27, [ 0 , 7 ]
[ 7 , 1 ], 19, [ 0 , 0 ]
[ 2 , 6 ], 36, [ 0 , 7 ]
[ 5 , 3 ], 31, [ 0 , 0 ]
[ 2 , 4 ], 36, [ 6 , 7 ]
[ 5 , 4 ], 33, [ 1 , 0 ]
[ 1 , 4 ], 35, [ 6 , 7 ]
[ 2 , 6 ], 27, [ 0 , 0 ]
[ 6 , 5 ], 42, [ 0 , 4 ]
[ 2 , 6 ], 36, [ 7 , 4 ]
[ 1 , 1 ], 36, [ 7 , 6 ]
[ 1 , 0 ], 24, [ 1 , 7 ]
[ 1 , 5 ], 19, [ 1 , 7 ]
[ 0 , 2 ], 43, [ 0 , 6 ]
[ 5 , 4 ], 45, [ 4 , 7 ]
[ 7 , 7 ], 19, [ 0 , 6 ]
[ 1 , 4 ], 43, [ 7 , 0 ]
[ 7 , 6 ], 37, [ 1 , 0 ]
[ 7 , 6 ], 38, [ 1 , 7 ]
[ 2 , 6 ], 34, [ 0 , 7 ]
[ 6 , 4 ], 41, [ 7 , 1 ]
[ 6 , 4 ], 46, [ 7 , 0 ]
[ 3 , 0 ], 32, [ 4 , 2 ]
[ 0 , 7 ], 44, [ 7 , 7 ]
[ 5 , 1 ], 27, [ 2 , 0 ]
[ 3 , 4 ], 28, [ 0 , 0 ]
[ 5 , 6 ], 37, [ 0 , 7 ]
[ 6 , 1 ], 51, [ 2 , 7 ]
[ 5 , 0 ], 12, [ 7 , 1 ]
[ 1 , 7 ], 34, [ 3 , 2 ]
[ 7 , 6 ], 53, [ 3 , 0 ]
[ 4 , 2 ], 6, [ 7 , 0 ]
[ 5 , 4 ], 52, [ 0 , 4 ]
[ 2 , 3 ], 35, [ 7 , 6 ]
[ 7 , 1 ], 44, [ 7 , 4 ]
[ 0 , 5 ], 14, [ 0 , 0 ]
[ 7 , 4 ], 23, [ 7 , 6 ]
[ 1 , 4 ], 41, [ 1 , 0 ]
[ 0 , 5 ], 35, [ 7 , 0 ]
[ 7 , 3 ], 18, [ 5 , 0 ]
[ 4 , 5 ], 22, [ 7 , 7 ]
[ 2 , 6 ], 38, [ 7 , 0 ]
[ 3 , 5 ], 47, [ 0 , 6 ]
[ 4 , 2 ], 29, [ 0 , 6 ]
[ 6 , 3 ], 35, [ 2 , 7 ]
[ 7 , 1 ], 45, [ 3 , 7 ]
[ 3 , 2 ], 14, [ 0 , 6 ]
[ 4 , 1 ], 16, [ 7 , 7 ]
[ 3 , 2 ], 53, [ 4 , 3 ]
[ 2 , 6 ], 36, [ 4 , 7 ]
[ 1 , 5 ], 46, [ 7 , 0 ]
[ 0 , 3 ], 12, [ 7 , 7 ]
[ 0 , 4 ], 43, [ 5 , 7 ]
[ 2 , 7 ], 41, [ 7 , 0 ]
[ 7 , 1 ], 40, [ 6 , 3 ]
[ 0 , 4 ], 33, [ 5 , 7 ]
[ 4 , 4 ], 43, [ 6 , 0 ]
[ 3 , 5 ], 36, [ 7 , 0 ]
[ 7 , 5 ], 35, [ 0 , 2 ]
[ 0 , 1 ], 39, [ 7 , 4 ]
[ 6 , 5 ], 12, [ 7 , 7 ]
[ 6 , 3 ], 50, [ 4 , 4 ]
[ 2 , 3 ], 26, [ 0 , 6 ]
[ 6 , 0 ], 34, [ 1 , 0 ]
[ 2 , 6 ], 42, [ 1 , 4 ]
[ 1 , 3 ], 25, [ 0 , 6 ]
[ 4 , 1 ], 27, [ 0 , 7 ]
[ 4 , 2 ], 30, [ 7 , 6 ]
[ 7 , 4 ], 8, [ 6 , 6 ]
[ 1 , 6 ], 23, [ 7 , 0 ]
[ 6 , 3 ], 46, [ 7 , 7 ]
[ 3 , 0 ], 22, [ 0 , 0 ]
[ 7 , 5 ], 53, [ 6 , 0 ]
[ 3 , 6 ], 52, [ 3 , 7 ]
[ 1 , 0 ], 28, [ 0 , 6 ]
[ 6 , 1 ], 30, [ 7 , 7 ]
[ 2 , 0 ], 40, [ 7 , 0 ]
[ 3 , 7 ], 11, [ 0 , 0 ]
[ 6 , 4 ], 33, [ 7 , 5 ]
[ 5 , 7 ], 35, [ 7 , 5 ]
[ 3 , 1 ], 28, [ 7 , 0 ]
[ 2 , 1 ], 42, [ 7 , 7 ]
[ 7 , 3 ], 28, [ 0 , 7 ]
[ 5 , 4 ], 50, [ 7 , 1 ]
[ 1 , 4 ], 32, [ 1 , 7 ]
[ 1 , 5 ], 46, [ 0 , 7 ]
[ 6 , 5 ], 28, [ 7 , 1 ]
[ 3 , 6 ], 50, [ 6 , 0 ]
[ 7 , 4 ], 28, [ 1 , 7 ]
[ 2 , 0 ], 18, [ 6 , 1 ]
[ 5 , 7 ], 33, [ 1 , 7 ]
[ 1 , 4 ], 46, [ 7 , 5 ]
[ 1 , 7 ], 36, [ 7 , 6 ]
[ 2 , 5 ], 38, [ 6 , 0 ]
[ 6 , 3 ], 46, [ 0 , 2 ]
[ 2 , 1 ], 38, [ 4 , 0 ]
[ 3 , 7 ], 50, [ 5 , 0 ]
[ 3 , 3 ], 35, [ 6 , 6 ]
[ 6 , 0 ], 14, [ 3 , 0 ]
[ 0 , 2 ], 37, [ 4 , 4 ]
[ 0 , 1 ], 36, [ 1 , 7 ]
[ 1 , 1 ], 50, [ 5 , 0 ]
[ 1 , 7 ], 38, [ 7 , 0 ]
[ 5 , 1 ], 31, [ 0 , 6 ]
[ 5 , 4 ], 24, [ 0 , 0 ]
[ 0 , 5 ], 38, [ 0 , 6 ]
[ 2 , 5 ], 16, [ 1 , 7 ]
[ 6 , 6 ], 43, [ 2 , 0 ]
[ 4 , 0 ], 52, [ 0 , 3 ]
[ 2 , 3 ], 37, [ 1 , 0 ]
[ 4 , 3 ], 38, [ 7 , 1 ]
[ 5 , 1 ], 28, [ 0 , 1 ]
[ 1 , 0 ], 36, [ 7 , 1 ]
[ 2 , 2 ], 20, [ 7 , 0 ]
[ 4 , 2 ], 40, [ 6 , 7 ]
[ 4 , 7 ], 27, [ 3 , 0 ]
[ 1 , 6 ], 46, [ 3 , 7 ]
[ 7 , 5 ], 44, [ 7 , 0 ]
[ 1 , 0 ], 17, [ 0 , 1 ]
[ 4 , 0 ], 30, [ 0 , 3 ]
[ 5 , 3 ], 38, [ 3 , 0 ]
[ 5 , 5 ], 34, [ 7 , 2 ]
[ 2 , 3 ], 27, [ 7 , 4 ]
[ 3 , 2 ], 45, [ 7 , 0 ]
[ 7 , 4 ], 47, [ 1 , 0 ]
[ 6 , 0 ], 18, [ 6 , 7 ]
[ 4 , 1 ], 23, [ 7 , 0 ]
[ 2 , 6 ], 51, [ 0 , 0 ]
[ 0 , 0 ], 34, [ 0 , 5 ]
[ 2 , 0 ], 37, [ 0 , 6 ]
[ 2 , 6 ], 14, [ 0 , 1 ]
[ 4 , 6 ], 30, [ 0 , 5 ]
[ 5 , 4 ], 17, [ 0 , 7 ]
[ 3 , 6 ], 46, [ 2 , 0 ]
[ 1 , 7 ], 26, [ 4 , 7 ]
[ 4 , 1 ], 40, [ 6 , 6 ]
[ 2 , 2 ], 41, [ 6 , 0 ]
[ 4 , 3 ], 35, [ 7 , 0 ]
[ 4 , 0 ], 34, [ 6 , 1 ]
[ 4 , 7 ], 42, [ 1 , 1 ]
[ 3 , 7 ], 27, [ 0 , 0 ]
[ 7 , 2 ], 32, [ 7 , 7 ]
[ 6 , 6 ], 45, [ 1 , 7 ]
[ 6 , 6 ], 46, [ 7 , 0 ]
[ 2 , 6 ], 38, [ 0 , 7 ]
[ 6 , 3 ], 27, [ 0 , 7 ]
[ 2 , 7 ], 24, [ 0 , 6 ]
[ 5 , 6 ], 44, [ 0 , 6 ]
[ 2 , 7 ], 36, [ 7 , 7 ]
[ 0 , 0 ], 34, [ 6 , 7 ]
[ 2 , 2 ], 38, [ 7 , 0 ]
[ 0 , 6 ], 40, [ 0 , 1 ]
[ 7 , 7 ], 30, [ 0 , 7 ]
[ 6 , 6 ], 39, [ 7 , 7 ]
[ 7 , 0 ], 42, [ 0 , 6 ]
[ 7 , 2 ], 41, [ 4 , 7 ]
[ 5 , 3 ], 36, [ 0 , 1 ]
[ 1 , 1 ], 47, [ 0 , 2 ]
[ 6 , 0 ], 34, [ 7 , 6 ]
[ 7 , 1 ], 31, [ 0 , 0 ]
[ 1 , 1 ], 47, [ 0 , 2 ]
[ 2 , 7 ], 24, [ 6 , 0 ]
[ 1 , 1 ], 35, [ 0 , 4 ]
[ 3 , 0 ], 31, [ 7 , 0 ]
[ 6 , 4 ], 40, [ 3 , 0 ]
[ 2 , 7 ], 34, [ 0 , 6 ]
[ 3 , 7 ], 21, [ 4 , 0 ]
[ 0 , 5 ], 13, [ 0 , 7 ]
[ 5 , 4 ], 27, [ 0 , 3 ]
[ 5 , 2 ], 24, [ 7 , 3 ]
[ 4 , 5 ], 34, [ 0 , 6 ]
[ 2 , 4 ], 23, [ 7 , 7 ]
[ 2 , 1 ], 43, [ 1 , 4 ]
[ 4 , 1 ], 36, [ 0 , 4 ]
[ 6 , 7 ], 42, [ 4 , 0 ]
[ 7 , 7 ], 49, [ 7 , 1 ]
[ 0 , 4 ], 39, [ 0 , 0 ]
[ 5 , 3 ], 37, [ 5 , 7 ]
[ 0 , 1 ], 41, [ 2 , 7 ]
[ 7 , 5 ], 46, [ 3 , 0 ]
[ 6 , 7 ], 41, [ 3 , 0 ]
[ 3 , 0 ], 41, [ 0 , 3 ]
[ 2 , 1 ], 29, [ 6 , 7 ]
[ 7 , 7 ], 29, [ 0 , 6 ]
[ 1 , 4 ], 43, [ 6 , 7 ]
[ 2 , 5 ], 43, [ 5 , 0 ]
[ 1 , 7 ], 43, [ 3 , 7 ]
[ 2 , 2 ], 34, [ 1 , 0 ]
[ 4 , 6 ], 34, [ 6 , 7 ]
[ 0 , 5 ], 36, [ 4 , 0 ]
[ 7 , 6 ], 31, [ 0 , 7 ]
[ 3 , 4 ], 24, [ 1 , 3 ]
[ 7 , 0 ], 47, [ 7 , 4 ]
[ 3 , 6 ], 37, [ 0 , 1 ]
[ 2 , 1 ], 30, [ 0 , 0 ]
[ 0 , 0 ], 39, [ 0 , 6 ]
[ 6 , 3 ], 20, [ 6 , 6 ]
[ 3 , 1 ], 37, [ 7 , 7 ]
[ 5 , 6 ], 12, [ 7 , 7 ]
[ 7 , 7 ], 30, [ 0 , 3 ]
[ 1 , 4 ], 21, [ 0 , 7 ]
[ 0 , 3 ], 33, [ 3 , 0 ]
[ 7 , 6 ], 32, [ 6 , 4 ]
[ 7 , 6 ], 45, [ 0 , 7 ]
[ 3 , 4 ], 27, [ 6 , 7 ]
[ 2 , 1 ], 17, [ 7 , 2 ]
[ 4 , 4 ], 30, [ 1 , 0 ]
[ 1 , 6 ], 33, [ 7 , 6 ]
[ 1 , 7 ], 35, [ 4 , 0 ]
[ 0 , 1 ], 23, [ 0 , 7 ]
[ 2 , 7 ], 36, [ 7 , 7 ]
[ 7 , 7 ], 36, [ 1 , 0 ]
[ 3 , 0 ], 7, [ 7 , 0 ]
[ 6 , 1 ], 35, [ 7 , 0 ]
[ 3 , 3 ], 39, [ 6 , 0 ]
[ 2 , 5 ], 32, [ 0 , 0 ]
[ 4 , 1 ], 32, [ 7 , 7 ]
[ 4 , 4 ], 38, [ 0 , 7 ]
[ 4 , 1 ], 52, [ 4 , 4 ]
[ 0 , 5 ], 40, [ 6 , 6 ]
[ 6 , 7 ], 48, [ 7 , 5 ]
[ 0 , 4 ], 18, [ 0 , 5 ]
[ 2 , 7 ], 36, [ 1 , 1 ]
[ 7 , 6 ], 30, [ 0 , 0 ]
[ 7 , 0 ], 37, [ 0 , 1 ]
[ 6 , 1 ], 15, [ 7 , 0 ]
[ 7 , 1 ], 30, [ 0 , 1 ]
[ 6 , 2 ], 28, [ 4 , 3 ]
[ 3 , 0 ], 19, [ 0 , 7 ]
[ 1 , 6 ], 41, [ 1 , 0 ]
[ 1 , 4 ], 48, [ 3 , 7 ]
[ 5 , 7 ], 38, [ 6 , 7 ]
[ 4 , 4 ], 26, [ 0 , 1 ]
[ 7 , 2 ], 42, [ 7 , 1 ]
[ 2 , 0 ], 43, [ 0 , 0 ]
[ 2 , 0 ], 44, [ 5 , 0 ]
[ 3 , 6 ], 49, [ 1 , 0 ]
[ 3 , 5 ], 27, [ 7 , 7 ]
[ 3 , 3 ], 41, [ 7 , 1 ]
[ 1 , 1 ], 29, [ 7 , 7 ]
[ 6 , 6 ], 46, [ 7 , 0 ]
[ 0 , 1 ], 48, [ 0 , 0 ]
[ 1 , 1 ], 16, [ 6 , 7 ]
[ 2 , 4 ], 38, [ 6 , 7 ]
[ 0 , 3 ], 21, [ 7 , 0 ]
[ 1 , 5 ], 50, [ 4 , 3 ]
[ 2 , 3 ], 49, [ 4 , 7 ]
[ 2 , 0 ], 30, [ 5 , 0 ]
[ 3 , 7 ], 42, [ 7 , 2 ]
[ 5 , 6 ], 21, [ 7 , 0 ]
[ 2 , 7 ], 54, [ 5 , 7 ]
[ 6 , 6 ], 24, [ 6 , 7 ]
[ 4 , 2 ], 23, [ 7 , 1 ]
[ 2 , 0 ], 18, [ 0 , 1 ]
[ 4 , 1 ], 21, [ 0 , 7 ]
[ 3 , 4 ], 40, [ 4 , 6 ]
[ 7 , 2 ], 31, [ 7 , 0 ]
[ 4 , 5 ], 45, [ 6 , 7 ]
[ 3 , 7 ], 26, [ 0 , 7 ]
[ 4 , 0 ], 32, [ 1 , 0 ]
[ 1 , 7 ], 32, [ 7 , 0 ]
[ 7 , 4 ], 31, [ 7 , 0 ]
[ 7 , 4 ], 49, [ 6 , 7 ]
[ 6 , 0 ], 35, [ 7 , 7 ]
[ 6 , 5 ], 34, [ 7 , 7 ]
[ 3 , 4 ], 48, [ 3 , 7 ]
[ 0 , 3 ], 37, [ 7 , 6 ]
[ 7 , 7 ], 27, [ 5 , 7 ]
[ 2 , 7 ], 45, [ 1 , 0 ]
[ 0 , 2 ], 52, [ 7 , 6 ]
[ 6 , 0 ], 43, [ 6 , 6 ]
[ 2 , 3 ], 47, [ 3 , 0 ]
[ 6 , 7 ], 40, [ 7 , 1 ]
[ 0 , 4 ], 26, [ 0 , 1 ]
[ 3 , 6 ], 33, [ 1 , 4 ]
[ 4 , 4 ], 42, [ 7 , 4 ]
[ 3 , 0 ], 46, [ 1 , 1 ]
[ 3 , 7 ], 48, [ 0 , 7 ]
[ 7 , 1 ], 46, [ 1 , 0 ]
[ 7 , 7 ], 45, [ 0 , 2 ]
[ 3 , 0 ], 46, [ 0 , 0 ]
[ 0 , 5 ], 23, [ 7 , 0 ]
[ 5 , 3 ], 47, [ 7 , 7 ]
[ 3 , 4 ], 28, [ 7 , 7 ]
[ 6 , 1 ], 47, [ 0 , 7 ]
